"POLICY_ID","CUSTOMER_ID","AGENT_ID","POLICY_TYPE","POLICY_STATUS","START_DATE","END_DATE","PREMIUM_AMOUNT","COVERAGE_AMOUNT","DEDUCTIBLE","LOSS_RATIO","PLAN_TIER","PAYMENT_FREQUENCY","AUTO_RENEW","CREATED_AT"
"POL-00154","CUST-00172","AGT-0003","Life","Cancelled","2025-10-16","2027-05-06",3598.00,334048.00,4647.00,0,"Gold","Quarterly",true,"2026-09-08 22:19:50.738"
"POL-00155","CUST-00098","AGT-0016","Home","Active","2025-07-28","2026-11-02",5253.00,585326.00,2067.00,0,"Platinum","Annual",true,"2026-09-08 22:19:50.738"
"POL-00156","CUST-00134","AGT-0002","Health","Active","2026-05-10","2027-08-03",10459.00,852082.00,2949.00,3,"Bronze","Monthly",false,"2026-09-08 22:19:50.738"
"POL-00157","CUST-00077","AGT-0001","Auto","Active","2025-12-28","2027-06-10",13542.00,935307.00,1103.00,0,"Silver","Quarterly",true,"2026-09-08 22:19:50.738"
"POL-00158","CUST-00002","AGT-0006","Life","Expired","2025-09-17","2027-02-01",4479.00,466801.00,1707.00,3,"Gold","Annual",true,"2026-09-08 22:19:50.738"
"POL-00159","CUST-00157","AGT-0016","Home","Cancelled","2024-09-15","2027-07-30",5623.00,295393.00,3928.00,0,"Platinum","Monthly",true,"2026-09-08 22:19:50.738"
"POL-00160","CUST-00124","AGT-0013","Health","Active","2026-02-13","2026-12-01",14794.00,930775.00,1243.00,0,"Bronze","Quarterly",false,"2026-09-08 22:19:50.738"
"POL-00161","CUST-00077","AGT-0015","Auto","Active","2025-08-10","2027-03-24",5591.00,608201.00,2096.00,0,"Silver","Annual",true,"2026-09-08 22:19:50.738"
"POL-00162","CUST-00006","AGT-0009","Life","Active","2025-09-01","2027-01-01",4737.00,608839.00,4734.00,3,"Gold","Monthly",true,"2026-09-08 22:19:50.738"
"POL-00163","CUST-00164","AGT-0000","Home","Expired","2026-03-04","2027-03-25",10402.00,449887.00,450.00,3,"Platinum","Quarterly",true,"2026-09-08 22:19:50.738"
"POL-00164","CUST-00144","AGT-0009","Health","Cancelled","2025-03-20","2027-04-19",3896.00,997541.00,2098.00,0,"Bronze","Annual",false,"2026-09-08 22:19:50.738"
"POL-00165","CUST-00099","AGT-0010","Auto","Active","2025-07-30","2027-01-29",11391.00,89371.00,2742.00,0,"Silver","Monthly",false,"2026-09-08 22:19:50.738"
"POL-00166","CUST-00098","AGT-0010","Life","Active","2026-02-24","2027-01-01",10327.00,178765.00,2265.00,2.74,"Gold","Quarterly",false,"2026-09-08 22:19:50.738"
"POL-00167","CUST-00112","AGT-0006","Home","Active","2025-07-08","2026-12-08",6748.00,321948.00,1630.00,0,"Platinum","Annual",true,"2026-09-08 22:19:50.738"
"POL-00168","CUST-00080","AGT-0000","Health","Expired","2026-04-04","2027-03-07",9822.00,696622.00,2301.00,0,"Bronze","Monthly",false,"2026-09-08 22:19:50.738"
"POL-00169","CUST-00064","AGT-0016","Auto","Cancelled","2026-02-14","2027-03-08",9231.00,215657.00,4899.00,3,"Silver","Quarterly",false,"2026-09-08 22:19:50.738"
"POL-00170","CUST-00036","AGT-0016","Life","Active","2026-02-12","2027-06-01",14942.00,91528.00,2263.00,0,"Gold","Annual",true,"2026-09-08 22:19:50.738"
"POL-00171","CUST-00191","AGT-0017","Home","Active","2024-12-08","2027-03-23",5806.00,863805.00,4129.00,0,"Platinum","Monthly",true,"2026-09-08 22:19:50.738"
"POL-00172","CUST-00036","AGT-0003","Health","Active","2026-01-27","2027-08-22",12817.00,361142.00,3074.00,0,"Bronze","Quarterly",true,"2026-09-08 22:19:50.738"
"POL-00173","CUST-00192","AGT-0011","Auto","Expired","2025-01-21","2026-10-12",8060.00,461195.00,1068.00,0,"Silver","Annual",true,"2026-09-08 22:19:50.738"
"POL-00174","CUST-00110","AGT-0008","Life","Cancelled","2025-12-16","2027-01-10",5469.00,485081.00,1208.00,0,"Gold","Monthly",false,"2026-09-08 22:19:50.738"
"POL-00175","CUST-00127","AGT-0003","Home","Active","2025-03-01","2027-03-30",13784.00,846091.00,906.00,3,"Platinum","Quarterly",false,"2026-09-08 22:19:50.738"
"POL-00176","CUST-00077","AGT-0016","Health","Active","2026-02-04","2027-02-27",11963.00,397360.00,474.00,0,"Bronze","Annual",false,"2026-09-08 22:19:50.738"
"POL-00177","CUST-00121","AGT-0018","Auto","Active","2026-02-01","2027-06-18",12153.00,376551.00,1748.00,2.91,"Silver","Monthly",true,"2026-09-08 22:19:50.738"
"POL-00178","CUST-00095","AGT-0018","Life","Expired","2026-05-25","2027-04-17",5850.00,423998.00,944.00,3,"Gold","Quarterly",true,"2026-09-08 22:19:50.738"
"POL-00179","CUST-00122","AGT-0016","Home","Cancelled","2026-03-31","2027-02-05",12772.00,836798.00,3617.00,2.77,"Platinum","Annual",true,"2026-09-08 22:19:50.738"
"POL-00180","CUST-00024","AGT-0003","Health","Active","2025-11-26","2027-04-29",8040.00,503811.00,2809.00,0,"Bronze","Monthly",false,"2026-09-08 22:19:50.738"
"POL-00181","CUST-00136","AGT-0013","Auto","Active","2026-07-31","2027-08-08",7867.00,354105.00,2514.00,0,"Silver","Quarterly",false,"2026-09-08 22:19:50.738"
"POL-00182","CUST-00057","AGT-0006","Life","Active","2026-06-29","2026-12-27",1671.00,605125.00,1582.00,3,"Gold","Annual",false,"2026-09-08 22:19:50.738"
"POL-00183","CUST-00199","AGT-0012","Home","Expired","2024-10-10","2027-08-14",13117.00,684920.00,404.00,0,"Platinum","Monthly",true,"2026-09-08 22:19:50.738"
"POL-00184","CUST-00087","AGT-0016","Health","Cancelled","2024-12-20","2027-07-05",11218.00,162913.00,3540.00,0.89,"Bronze","Quarterly",false,"2026-09-08 22:19:50.738"
"POL-00185","CUST-00147","AGT-0019","Auto","Active","2026-05-02","2027-09-07",8454.00,342470.00,2050.00,0,"Silver","Annual",true,"2026-09-08 22:19:50.738"
"POL-00186","CUST-00125","AGT-0012","Life","Active","2025-09-09","2026-11-05",14861.00,603473.00,2004.00,0.47,"Gold","Monthly",true,"2026-09-08 22:19:50.738"
"POL-00187","CUST-00131","AGT-0015","Home","Active","2026-01-26","2026-11-18",14663.00,886979.00,4823.00,0,"Platinum","Quarterly",true,"2026-09-08 22:19:50.738"
"POL-00188","CUST-00113","AGT-0007","Health","Expired","2025-10-03","2027-04-23",9872.00,114865.00,4691.00,0,"Bronze","Annual",true,"2026-09-08 22:19:50.738"
"POL-00189","CUST-00061","AGT-0007","Auto","Cancelled","2026-05-02","2027-03-18",5581.00,358412.00,4236.00,3,"Silver","Monthly",true,"2026-09-08 22:19:50.738"
"POL-00190","CUST-00116","AGT-0015","Life","Active","2026-07-11","2027-07-08",9341.00,380924.00,3646.00,0,"Gold","Quarterly",true,"2026-09-08 22:19:50.738"
"POL-00191","CUST-00080","AGT-0013","Home","Active","2025-08-27","2026-12-23",676.00,175410.00,3807.00,3,"Platinum","Annual",true,"2026-09-08 22:19:50.738"
"POL-00192","CUST-00043","AGT-0003","Health","Active","2025-09-18","2027-04-12",8796.00,731239.00,2124.00,0,"Bronze","Monthly",true,"2026-09-08 22:19:50.738"
"POL-00193","CUST-00018","AGT-0000","Auto","Expired","2025-08-30","2027-04-05",12101.00,202517.00,4107.00,0,"Silver","Quarterly",true,"2026-09-08 22:19:50.738"
"POL-00194","CUST-00049","AGT-0008","Life","Cancelled","2025-04-23","2027-06-16",14995.00,973397.00,3432.00,0,"Gold","Annual",true,"2026-09-08 22:19:50.738"
"POL-00195","CUST-00176","AGT-0004","Home","Active","2024-10-02","2027-06-12",5409.00,106291.00,1713.00,0,"Platinum","Monthly",true,"2026-09-08 22:19:50.738"
"POL-00196","CUST-00130","AGT-0012","Health","Active","2025-05-20","2027-05-04",13203.00,847089.00,3415.00,0,"Bronze","Quarterly",true,"2026-09-08 22:19:50.738"
"POL-00197","CUST-00055","AGT-0013","Auto","Active","2024-09-26","2027-06-01",11159.00,300461.00,1620.00,0,"Silver","Annual",false,"2026-09-08 22:19:50.738"
"POL-00198","CUST-00100","AGT-0006","Life","Expired","2025-05-15","2027-08-20",2795.00,371954.00,2530.00,3,"Gold","Monthly",true,"2026-09-08 22:19:50.738"
"POL-00199","CUST-00096","AGT-0006","Home","Cancelled","2024-12-24","2026-11-10",591.00,982164.00,3937.00,3,"Platinum","Quarterly",false,"2026-09-08 22:19:50.738"
"POL-00200","CUST-00087","AGT-0001","Health","Active","2026-06-07","2027-09-07",865.00,392612.00,3959.00,3,"Bronze","Annual",false,"2026-09-08 22:19:50.738"
"POL-00201","CUST-00156","AGT-0000","Auto","Active","2026-02-23","2027-05-25",4306.00,994046.00,3347.00,3,"Silver","Monthly",false,"2026-09-08 22:19:50.738"
"POL-00202","CUST-00133","AGT-0003","Life","Active","2025-12-20","2026-12-06",7576.00,370273.00,2645.00,0,"Gold","Quarterly",true,"2026-09-08 22:19:50.738"
"POL-00203","CUST-00147","AGT-0013","Home","Expired","2026-05-30","2027-03-02",2891.00,176261.00,1814.00,0,"Platinum","Annual",true,"2026-09-08 22:19:50.738"
"POL-00204","CUST-00101","AGT-0003","Health","Cancelled","2025-08-15","2027-04-23",5138.00,606023.00,2354.00,3,"Bronze","Monthly",true,"2026-09-08 22:19:50.738"
"POL-00205","CUST-00014","AGT-0007","Auto","Active","2025-05-06","2027-01-08",2766.00,140440.00,4301.00,0,"Silver","Quarterly",false,"2026-09-08 22:19:50.738"
"POL-00206","CUST-00081","AGT-0000","Life","Active","2024-10-06","2027-03-05",2043.00,227524.00,3591.00,0,"Gold","Annual",false,"2026-09-08 22:19:50.738"
"POL-00207","CUST-00184","AGT-0019","Home","Active","2026-06-17","2027-06-15",6205.00,804829.00,3584.00,3,"Platinum","Monthly",true,"2026-09-08 22:19:50.738"
"POL-00208","CUST-00164","AGT-0011","Health","Expired","2025-09-02","2027-01-25",6756.00,533594.00,1708.00,0,"Bronze","Quarterly",false,"2026-09-08 22:19:50.738"
"POL-00209","CUST-00114","AGT-0000","Auto","Cancelled","2025-08-26","2027-04-07",9930.00,858739.00,4578.00,0,"Silver","Annual",true,"2026-09-08 22:19:50.738"
"POL-00210","CUST-00026","AGT-0005","Life","Active","2025-03-15","2026-10-17",8270.00,413095.00,3002.00,3,"Gold","Monthly",false,"2026-09-08 22:19:50.738"
"POL-00211","CUST-00113","AGT-0006","Home","Active","2024-10-15","2027-07-23",11242.00,797882.00,4443.00,3,"Platinum","Quarterly",true,"2026-09-08 22:19:50.738"
"POL-00212","CUST-00094","AGT-0016","Health","Active","2024-10-23","2027-07-15",12687.00,375076.00,1851.00,0,"Bronze","Annual",false,"2026-09-08 22:19:50.738"
"POL-00213","CUST-00170","AGT-0008","Auto","Expired","2025-06-20","2026-12-02",4011.00,914023.00,3618.00,0.43,"Silver","Monthly",true,"2026-09-08 22:19:50.738"
"POL-00214","CUST-00042","AGT-0006","Life","Cancelled","2025-08-07","2026-12-09",13315.00,558401.00,2036.00,0,"Gold","Quarterly",false,"2026-09-08 22:19:50.738"
"POL-00215","CUST-00149","AGT-0002","Home","Active","2025-02-27","2027-04-13",7567.00,544950.00,579.00,0,"Platinum","Annual",false,"2026-09-08 22:19:50.738"
"POL-00216","CUST-00156","AGT-0011","Health","Active","2025-09-13","2026-11-21",901.00,787205.00,1514.00,0,"Bronze","Monthly",false,"2026-09-08 22:19:50.738"
"POL-00217","CUST-00143","AGT-0000","Auto","Active","2024-11-01","2027-03-04",12121.00,185064.00,903.00,0,"Silver","Quarterly",false,"2026-09-08 22:19:50.738"
"POL-00218","CUST-00009","AGT-0000","Life","Expired","2025-08-10","2027-08-16",3256.00,552848.00,500.00,3,"Gold","Annual",false,"2026-09-08 22:19:50.738"
"POL-00219","CUST-00100","AGT-0018","Home","Cancelled","2025-01-23","2027-04-15",11897.00,742416.00,866.00,0,"Platinum","Monthly",true,"2026-09-08 22:19:50.738"
"POL-00220","CUST-00035","AGT-0006","Health","Active","2026-03-13","2027-01-24",1122.00,210084.00,2866.00,0,"Bronze","Quarterly",false,"2026-09-08 22:19:50.738"
"POL-00221","CUST-00154","AGT-0004","Auto","Active","2024-11-12","2027-07-21",6335.00,137917.00,4220.00,0.26,"Silver","Annual",false,"2026-09-08 22:19:50.738"
"POL-00222","CUST-00189","AGT-0019","Life","Active","2025-06-06","2027-01-10",861.00,828658.00,3465.00,3,"Gold","Monthly",false,"2026-09-08 22:19:50.738"
"POL-00223","CUST-00088","AGT-0000","Home","Expired","2025-10-07","2027-04-10",14644.00,63944.00,260.00,0,"Platinum","Quarterly",true,"2026-09-08 22:19:50.738"
"POL-00224","CUST-00053","AGT-0007","Health","Cancelled","2026-01-23","2027-04-17",7494.00,68864.00,4894.00,0,"Bronze","Annual",false,"2026-09-08 22:19:50.738"
"POL-00225","CUST-00085","AGT-0015","Auto","Active","2025-01-10","2026-12-05",14380.00,433917.00,2035.00,0,"Silver","Monthly",false,"2026-09-08 22:19:50.738"
"POL-00226","CUST-00041","AGT-0010","Life","Active","2024-10-19","2026-11-23",4893.00,997458.00,1247.00,3,"Gold","Quarterly",false,"2026-09-08 22:19:50.738"
"POL-00227","CUST-00180","AGT-0008","Home","Active","2025-01-08","2027-03-15",3162.00,256697.00,1071.00,0,"Platinum","Annual",false,"2026-09-08 22:19:50.738"
"POL-00228","CUST-00167","AGT-0002","Health","Expired","2025-03-21","2027-01-11",7538.00,159416.00,3912.00,0,"Bronze","Monthly",false,"2026-09-08 22:19:50.738"
"POL-00229","CUST-00187","AGT-0004","Auto","Cancelled","2026-01-11","2027-05-27",11792.00,856467.00,2970.00,0,"Silver","Quarterly",true,"2026-09-08 22:19:50.738"
"POL-00230","CUST-00012","AGT-0011","Life","Active","2025-01-04","2027-01-21",2215.00,957714.00,3620.00,0,"Gold","Annual",true,"2026-09-08 22:19:50.738"
"POL-00231","CUST-00095","AGT-0008","Home","Active","2024-12-09","2027-01-06",2899.00,495632.00,1259.00,0,"Platinum","Monthly",false,"2026-09-08 22:19:50.738"
"POL-00232","CUST-00032","AGT-0016","Health","Active","2025-12-05","2027-07-12",7283.00,272999.00,1393.00,3,"Bronze","Quarterly",false,"2026-09-08 22:19:50.738"
"POL-00233","CUST-00117","AGT-0012","Auto","Expired","2025-09-18","2027-01-08",5140.00,619384.00,1625.00,0,"Silver","Annual",false,"2026-09-08 22:19:50.738"
"POL-00234","CUST-00171","AGT-0011","Life","Cancelled","2025-04-22","2027-02-09",8240.00,622308.00,683.00,3,"Gold","Monthly",true,"2026-09-08 22:19:50.738"
"POL-00235","CUST-00187","AGT-0011","Home","Active","2025-03-22","2027-03-08",11896.00,817635.00,379.00,3,"Platinum","Quarterly",false,"2026-09-08 22:19:50.738"
"POL-00236","CUST-00145","AGT-0005","Health","Active","2025-08-09","2027-02-20",14937.00,462774.00,2531.00,0,"Bronze","Annual",false,"2026-09-08 22:19:50.738"
"POL-00237","CUST-00011","AGT-0016","Auto","Active","2025-03-27","2026-12-02",8693.00,815146.00,4233.00,0,"Silver","Monthly",true,"2026-09-08 22:19:50.738"
"POL-00238","CUST-00163","AGT-0011","Life","Expired","2025-02-27","2026-12-09",4103.00,460607.00,3609.00,3,"Gold","Quarterly",false,"2026-09-08 22:19:50.738"
"POL-00239","CUST-00040","AGT-0010","Home","Cancelled","2025-10-05","2027-02-10",8361.00,335082.00,2066.00,0,"Platinum","Annual",true,"2026-09-08 22:19:50.738"
"POL-00240","CUST-00116","AGT-0006","Health","Active","2025-07-20","2027-07-11",9324.00,285165.00,2479.00,0,"Bronze","Monthly",false,"2026-09-08 22:19:50.738"
"POL-00241","CUST-00037","AGT-0005","Auto","Active","2026-01-19","2027-03-13",2437.00,522376.00,4108.00,0,"Silver","Quarterly",false,"2026-09-08 22:19:50.738"
"POL-00242","CUST-00188","AGT-0018","Life","Active","2025-07-14","2027-02-13",11634.00,635035.00,4491.00,0,"Gold","Annual",false,"2026-09-08 22:19:50.738"
"POL-00243","CUST-00179","AGT-0017","Home","Expired","2025-03-30","2027-01-23",4666.00,711470.00,1242.00,3,"Platinum","Monthly",false,"2026-09-08 22:19:50.738"
"POL-00244","CUST-00196","AGT-0014","Health","Cancelled","2026-01-13","2027-05-24",12887.00,705348.00,2236.00,0.44,"Bronze","Quarterly",true,"2026-09-08 22:19:50.738"
"POL-00245","CUST-00105","AGT-0017","Auto","Active","2025-04-17","2027-03-03",14182.00,836172.00,3673.00,0,"Silver","Annual",false,"2026-09-08 22:19:50.738"
"POL-00246","CUST-00060","AGT-0013","Life","Active","2024-12-29","2026-10-21",11304.00,119634.00,2916.00,0,"Gold","Monthly",false,"2026-09-08 22:19:50.738"
"POL-00247","CUST-00003","AGT-0014","Home","Active","2025-06-10","2027-02-09",8484.00,296560.00,448.00,0,"Platinum","Quarterly",true,"2026-09-08 22:19:50.738"
"POL-00248","CUST-00040","AGT-0005","Health","Expired","2025-08-18","2027-06-14",1520.00,822212.00,4693.00,0,"Bronze","Annual",false,"2026-09-08 22:19:50.738"
"POL-00249","CUST-00026","AGT-0004","Auto","Cancelled","2025-03-10","2027-05-01",8246.00,155044.00,1835.00,0,"Silver","Monthly",true,"2026-09-08 22:19:50.738"
"POL-00250","CUST-00189","AGT-0017","Life","Active","2025-01-04","2027-08-21",6987.00,659693.00,4801.00,0,"Gold","Quarterly",true,"2026-09-08 22:19:50.738"
"POL-00251","CUST-00188","AGT-0007","Home","Active","2025-08-20","2027-02-27",13606.00,361157.00,4256.00,3,"Platinum","Annual",true,"2026-09-08 22:19:50.738"
"POL-00252","CUST-00041","AGT-0011","Health","Active","2024-11-16","2026-10-12",3807.00,268485.00,4762.00,0,"Bronze","Monthly",true,"2026-09-08 22:19:50.738"
"POL-00253","CUST-00119","AGT-0009","Auto","Expired","2024-10-07","2027-06-14",12168.00,682613.00,3794.00,1.28,"Silver","Quarterly",false,"2026-09-08 22:19:50.738"
"POL-00254","CUST-00126","AGT-0002","Life","Cancelled","2024-09-15","2027-06-14",13975.00,346076.00,2578.00,0,"Gold","Annual",true,"2026-09-08 22:19:50.738"
"POL-00255","CUST-00055","AGT-0006","Home","Active","2025-05-30","2027-07-15",5303.00,465556.00,2159.00,0,"Platinum","Monthly",true,"2026-09-08 22:19:50.738"
"POL-00256","CUST-00018","AGT-0002","Health","Active","2026-03-20","2026-12-28",9937.00,327739.00,1808.00,0,"Bronze","Quarterly",false,"2026-09-08 22:19:50.738"
"POL-00257","CUST-00075","AGT-0013","Auto","Active","2025-03-21","2027-06-24",14647.00,624555.00,403.00,0,"Silver","Annual",false,"2026-09-08 22:19:50.738"
"POL-00258","CUST-00191","AGT-0001","Life","Expired","2025-11-12","2027-07-09",12964.00,766146.00,3874.00,0,"Gold","Monthly",true,"2026-09-08 22:19:50.738"
"POL-00259","CUST-00010","AGT-0013","Home","Cancelled","2026-04-28","2027-06-19",7071.00,76592.00,3292.00,0,"Platinum","Quarterly",false,"2026-09-08 22:19:50.738"
"POL-00260","CUST-00137","AGT-0001","Health","Active","2026-04-22","2027-04-30",11496.00,238255.00,1469.00,0,"Bronze","Annual",true,"2026-09-08 22:19:50.738"
"POL-00261","CUST-00000","AGT-0004","Auto","Active","2025-10-05","2027-05-25",5895.00,599357.00,2201.00,0,"Silver","Monthly",true,"2026-09-08 22:19:50.738"
"POL-00262","CUST-00137","AGT-0002","Life","Active","2025-05-27","2026-11-15",7232.00,211922.00,1494.00,0.63,"Gold","Quarterly",false,"2026-09-08 22:19:50.738"
"POL-00263","CUST-00126","AGT-0017","Home","Expired","2024-10-31","2026-11-05",13188.00,526100.00,371.00,0,"Platinum","Annual",false,"2026-09-08 22:19:50.738"
"POL-00264","CUST-00127","AGT-0001","Health","Cancelled","2025-01-30","2027-07-23",13859.00,654229.00,3940.00,1.07,"Bronze","Monthly",true,"2026-09-08 22:19:50.738"
"POL-00265","CUST-00180","AGT-0016","Auto","Active","2025-03-12","2027-05-23",6972.00,845533.00,1849.00,0,"Silver","Quarterly",true,"2026-09-08 22:19:50.738"
"POL-00266","CUST-00014","AGT-0004","Life","Active","2025-12-31","2026-11-01",1626.00,771204.00,2354.00,0,"Gold","Annual",true,"2026-09-08 22:19:50.738"
"POL-00267","CUST-00005","AGT-0015","Home","Active","2025-01-05","2027-02-19",7985.00,957740.00,4909.00,3,"Platinum","Monthly",false,"2026-09-08 22:19:50.738"
"POL-00268","CUST-00103","AGT-0002","Health","Expired","2025-02-08","2027-05-13",6887.00,898258.00,3179.00,0,"Bronze","Quarterly",false,"2026-09-08 22:19:50.738"
"POL-00269","CUST-00146","AGT-0009","Auto","Cancelled","2025-10-12","2027-07-30",9323.00,330335.00,1779.00,3,"Silver","Annual",true,"2026-09-08 22:19:50.738"
"POL-00270","CUST-00108","AGT-0007","Life","Active","2025-08-30","2027-05-12",6688.00,73429.00,4021.00,3,"Gold","Monthly",false,"2026-09-08 22:19:50.738"
"POL-00271","CUST-00167","AGT-0007","Home","Active","2025-06-29","2027-03-19",602.00,567786.00,664.00,0,"Platinum","Quarterly",true,"2026-09-08 22:19:50.738"
"POL-00272","CUST-00024","AGT-0002","Health","Active","2024-12-28","2026-11-09",13022.00,546359.00,1653.00,0,"Bronze","Annual",false,"2026-09-08 22:19:50.738"
"POL-00273","CUST-00119","AGT-0001","Auto","Expired","2026-04-03","2026-12-16",1328.00,774256.00,2771.00,0,"Silver","Monthly",true,"2026-09-08 22:19:50.738"
"POL-00274","CUST-00038","AGT-0000","Life","Cancelled","2026-04-28","2027-03-28",6560.00,63345.00,2541.00,0,"Gold","Quarterly",true,"2026-09-08 22:19:50.738"
"POL-00275","CUST-00076","AGT-0017","Home","Active","2025-07-28","2027-08-17",14187.00,173977.00,4013.00,0,"Platinum","Annual",false,"2026-09-08 22:19:50.738"
"POL-00276","CUST-00048","AGT-0008","Health","Active","2026-02-11","2027-01-09",6416.00,677583.00,2358.00,0,"Bronze","Monthly",true,"2026-09-08 22:19:50.738"
"POL-00277","CUST-00121","AGT-0006","Auto","Active","2024-09-25","2027-05-18",10905.00,441310.00,513.00,3,"Silver","Quarterly",true,"2026-09-08 22:19:50.738"
"POL-00278","CUST-00122","AGT-0012","Life","Expired","2025-07-13","2027-07-28",7622.00,133933.00,459.00,0,"Gold","Annual",false,"2026-09-08 22:19:50.738"
"POL-00279","CUST-00145","AGT-0006","Home","Cancelled","2026-07-01","2027-03-15",13650.00,88555.00,4952.00,3,"Platinum","Monthly",false,"2026-09-08 22:19:50.738"
"POL-00280","CUST-00109","AGT-0017","Health","Active","2025-02-19","2027-02-28",11570.00,648474.00,715.00,0,"Bronze","Quarterly",false,"2026-09-08 22:19:50.738"
"POL-00281","CUST-00159","AGT-0003","Auto","Active","2025-04-28","2026-12-04",12344.00,667972.00,1810.00,1.37,"Silver","Annual",false,"2026-09-08 22:19:50.738"
"POL-00282","CUST-00020","AGT-0017","Life","Active","2026-07-28","2026-11-03",5252.00,388538.00,3656.00,0,"Gold","Monthly",true,"2026-09-08 22:19:50.738"
"POL-00283","CUST-00046","AGT-0003","Home","Expired","2025-06-13","2027-08-09",1709.00,532189.00,4171.00,0,"Platinum","Quarterly",true,"2026-09-08 22:19:50.738"
"POL-00284","CUST-00119","AGT-0009","Health","Cancelled","2025-04-23","2027-05-28",11239.00,293321.00,2171.00,0,"Bronze","Annual",false,"2026-09-08 22:19:50.738"
"POL-00285","CUST-00011","AGT-0007","Auto","Active","2025-12-24","2026-11-10",6751.00,736785.00,767.00,3,"Silver","Monthly",false,"2026-09-08 22:19:50.738"
"POL-00286","CUST-00174","AGT-0017","Life","Active","2025-10-31","2027-09-07",13643.00,336533.00,4305.00,0,"Gold","Quarterly",false,"2026-09-08 22:19:50.738"
"POL-00287","CUST-00119","AGT-0001","Home","Active","2026-07-15","2027-02-23",7466.00,388747.00,2240.00,0,"Platinum","Annual",true,"2026-09-08 22:19:50.738"
"POL-00288","CUST-00150","AGT-0000","Health","Expired","2025-09-23","2027-08-02",8059.00,689444.00,4273.00,0,"Bronze","Monthly",true,"2026-09-08 22:19:50.738"
"POL-00289","CUST-00061","AGT-0001","Auto","Cancelled","2026-02-14","2027-07-12",4464.00,252686.00,2100.00,3,"Silver","Quarterly",true,"2026-09-08 22:19:50.738"
"POL-00290","CUST-00059","AGT-0002","Life","Active","2025-09-07","2027-05-21",12197.00,752482.00,1118.00,2.49,"Gold","Annual",false,"2026-09-08 22:19:50.738"
"POL-00291","CUST-00078","AGT-0011","Home","Active","2026-01-09","2027-03-02",1447.00,655079.00,3817.00,0,"Platinum","Monthly",true,"2026-09-08 22:19:50.738"
"POL-00292","CUST-00188","AGT-0019","Health","Active","2025-03-05","2027-06-05",11865.00,848269.00,2846.00,0,"Bronze","Quarterly",false,"2026-09-08 22:19:50.738"
"POL-00293","CUST-00033","AGT-0011","Auto","Expired","2025-07-27","2027-08-30",8797.00,71805.00,4588.00,3,"Silver","Annual",true,"2026-09-08 22:19:50.738"
"POL-00294","CUST-00003","AGT-0015","Life","Cancelled","2026-07-10","2026-10-22",949.00,375334.00,4251.00,0,"Gold","Monthly",true,"2026-09-08 22:19:50.738"
"POL-00295","CUST-00161","AGT-0008","Home","Active","2025-04-09","2026-12-26",12131.00,580397.00,4877.00,0,"Platinum","Quarterly",true,"2026-09-08 22:19:50.738"
"POL-00296","CUST-00046","AGT-0006","Health","Active","2024-11-03","2027-04-11",12570.00,494861.00,1073.00,0,"Bronze","Annual",true,"2026-09-08 22:19:50.738"
"POL-00297","CUST-00035","AGT-0012","Auto","Active","2026-03-01","2026-10-23",9030.00,164846.00,4008.00,0,"Silver","Monthly",false,"2026-09-08 22:19:50.738"
"POL-00298","CUST-00108","AGT-0007","Life","Expired","2024-09-14","2026-11-03",563.00,570083.00,3517.00,0,"Gold","Quarterly",false,"2026-09-08 22:19:50.738"
"POL-00299","CUST-00029","AGT-0007","Home","Cancelled","2025-11-13","2027-06-24",6892.00,310307.00,3984.00,0,"Platinum","Annual",false,"2026-09-08 22:19:50.738"
